Split,Week,Team,Opponent,Result,Points
3.0,22.0,TSM,FOX,1.0,21.0
3.0,22.0,FNC, OG,,23.0
3.0,22.0,H2K,SPY,,22.0
3.0,22.0,OG ,SPY,,22.0
3.0,22.0,TSM, NV,1.0,22.0
3.0,22.0,FNC,ROC,1.0,17.0
3.0,22.0,H2K,UOL,0.0,3.0
3.0,22.0,C9 , NV,1.0,17.0
3.0,22.0,C9 ,NRG,1.0,21.0
3.0,22.0,CLG,IMT,0.0,15.0
3.0,22.0,CLG, P1,1.0,19.0
3.0,22.0,ROC,UOL,,16.0
3.0,22.0,TL ,APX,1.0,24.0
3.0,23.0,CLG,NRG,1.0,19.0
3.0,23.0,CLG,TSM,0.0,6.0
3.0,23.0,ROC,GIA,0.0,7.0
3.0,23.0,TL , C9,1.0,20.0
3.0,23.0,UOL,SPY,,18.0
3.0,23.0,GIA,ROC,1.0,20.0
3.0,23.0,ROC,H2K,,20.0
3.0,23.0,TL , NV,1.0,16.0
3.0,23.0,UOL,S04,,19.0
3.0,23.0,GIA,FNC,1.0,23.0
3.0,23.0,OG ,H2K,,25.0
3.0,23.0,TSM, P1,1.0,16.0
3.0,23.0,FNC, G2,0.0,3.0
3.0,23.0,H2K, OG,,16.0
3.0,23.0,OG , G2,,29.0
3.0,23.0,TSM,CLG,1.0,17.0
3.0,23.0,FNC,GIA,0.0,2.0
3.0,23.0,H2K,ROC,,21.0
3.0,23.0,C9 , TL,0.0,21.0
3.0,23.0,C9 ,IMT,0.0,8.0
3.0,24.0,C9 ,TSM,0.0,5.0
3.0,24.0,C9 ,NRG,1.0,19.0
3.0,24.0,CLG, NV,1.0,21.0
3.0,24.0,CLG, P1,1.0,19.0
3.0,24.0,ROC,SPY,0.0,5.0
3.0,24.0,TL ,IMT,0.0,18.0
3.0,24.0,UOL, OG,1.0,24.0
3.0,24.0,GIA, G2,,24.0
3.0,24.0,ROC, G2,0.0,6.0
3.0,24.0,TL ,FOX,1.0,19.0
3.0,24.0,UOL,FNC,,13.0
3.0,24.0,GIA,H2K,1.0,20.0
3.0,24.0,OG ,UOL,0.0,7.0
3.0,24.0,TSM, C9,1.0,19.0
3.0,24.0,FNC,VIT,1.0,20.0
3.0,24.0,H2K,S04,1.0,21.0
3.0,24.0,OG ,VIT,0.0,10.0
3.0,24.0,TSM,APX,1.0,18.0
3.0,24.0,FNC,UOL,,19.0
3.0,24.0,H2K,GIA,0.0,7.0
3.0,25.0,TSM,FOX,1.0,18.0
3.0,25.0,FNC,H2K,1.0,18.0
3.0,25.0,H2K,FNC,0.0,7.0
3.0,25.0,OG ,ROC,1.0,24.0
3.0,25.0,TSM, TL,1.0,21.0
3.0,25.0,FNC,S04,,21.0
3.0,25.0,H2K, G2,0.0,4.0
3.0,25.0,C9 ,APX,1.0,18.0
3.0,25.0,C9 ,CLG,0.0,19.0
3.0,25.0,CLG,IMT,0.0,15.0
3.0,25.0,CLG, C9,1.0,21.0
3.0,25.0,ROC,VIT,0.0,16.0
3.0,25.0,TL , P1,1.0,18.0
3.0,25.0,UOL,GIA,1.0,19.0
3.0,25.0,GIA,UOL,0.0,3.0
3.0,25.0,ROC, OG,0.0,12.0
3.0,25.0,TL ,TSM,0.0,6.0
3.0,25.0,UOL,VIT,,20.0
3.0,25.0,GIA,SPY,0.0,5.0
3.0,25.0,OG ,S04,,16.0
3.0,26.0,UOL, G2,0.0,6.0
3.0,26.0,GIA, OG,1.0,20.0
3.0,26.0,ROC,UOL,0.0,5.0
3.0,26.0,TL ,NRG,1.0,18.0
3.0,26.0,UOL,ROC,1.0,20.0
3.0,26.0,GIA,VIT,1.0,18.0
3.0,26.0,OG ,GIA,0.0,6.0
3.0,26.0,TSM, P1,0.0,20.0
3.0,26.0,FNC,SPY,0.0,11.0
3.0,26.0,H2K,VIT,1.0,18.0
3.0,26.0,OG ,FNC,,22.0
3.0,26.0,TSM, NV,1.0,22.0
3.0,26.0,FNC, OG,,15.0
3.0,26.0,H2K,SPY,0.0,5.0
3.0,26.0,C9 , NV,1.0,18.0
3.0,26.0,C9 , P1,1.0,17.0
3.0,26.0,CLG, TL,1.0,14.0
3.0,26.0,CLG,FOX,1.0,20.0
3.0,26.0,ROC,S04,1.0,22.0
3.0,26.0,TL ,CLG,0.0,19.0
3.0,27.0,CLG,NRG,1.0,20.0
3.0,27.0,CLG,APX,0.0,20.0
3.0,27.0,ROC,FNC,,23.0
3.0,27.0,TL ,APX,0.0,16.0
3.0,27.0,UOL,H2K,0.0,7.0
3.0,27.0,GIA,S04,,19.0
3.0,27.0,ROC,GIA,0.0,14.0
3.0,27.0,TL , C9,0.0,8.0
3.0,27.0,UOL,SPY,1.0,18.0
3.0,27.0,GIA,ROC,1.0,19.0
3.0,27.0,OG ,SPY,0.0,6.0
3.0,27.0,TSM,IMT,1.0,15.0
3.0,27.0,FNC,ROC,,20.0
3.0,27.0,H2K,UOL,1.0,23.0
3.0,27.0,OG ,H2K,0.0,10.0
3.0,27.0,TSM,NRG,1.0,21.0
3.0,27.0,FNC, G2,0.0,6.0
3.0,27.0,H2K, OG,1.0,21.0
3.0,27.0,C9 ,FOX,1.0,19.0
3.0,27.0,C9 , TL,1.0,20.0
4.0,1.0,FLY, NV,1.0,19.0
4.0,1.0,FLY, TL,1.0,21.0
4.0,1.0,MSF,GIA,1.0,17.0
4.0,1.0,MSF,ROC,1.0,20.0
4.0,2.0,FLY,CLG,1.0,17.0
4.0,2.0,FLY,FOX,0.0,16.0
4.0,2.0,MSF, G2,0.0,20.0
4.0,2.0,MSF,FNC,1.0,20.0
4.0,3.0,MSF,SPY,1.0,20.0
4.0,3.0,MSF,VIT,1.0,23.0
4.0,3.0,FLY,DIG,1.0,18.0
4.0,3.0,FLY,IMT,1.0,20.0
4.0,4.0,MSF,UOL,1.0,21.0
4.0,4.0,MSF, OG,1.0,20.0
4.0,4.0,FLY, P1,1.0,21.0
4.0,4.0,FLY, C9,0.0,21.0
4.0,5.0,FLY,TSM,0.0,15.0
4.0,5.0,FLY,DIG,0.0,7.0
4.0,5.0,MSF,H2K,0.0,5.0
4.0,5.0,MSF, G2,0.0,15.0
4.0,6.0,FLY, NV,1.0,21.0
4.0,6.0,FLY, C9,0.0,14.0
4.0,6.0,MSF,ROC,0.0,2.0
4.0,7.0,FLY, P1,0.0,6.0
4.0,7.0,FLY,IMT,0.0,2.0
4.0,8.0,FLY,TSM,0.0,20.0
4.0,8.0,FLY,CLG,0.0,6.0
4.0,9.0,FLY,FOX,1.0,20.0
4.0,9.0,FLY, TL,1.0,18.0
4.0,10.0,P1 ,DIG,0.0,15.0
4.0,10.0,NV ,FLY,0.0,8.0
4.0,10.0,NV ,CLG,0.0,11.0
4.0,10.0,P1 ,FOX,1.0,14.0
4.0,11.0,P1 , NV,1.0,21.0
4.0,11.0,P1 , TL,1.0,20.0
4.0,11.0,NV , P1,0.0,5.0
4.0,11.0,NV ,IMT,0.0,21.0
4.0,12.0,NV , C9,0.0,8.0
4.0,12.0,P1 ,IMT,1.0,25.0
4.0,12.0,P1 ,TSM,0.0,16.0
4.0,12.0,NV , TL,1.0,22.0
4.0,13.0,NV ,TSM,0.0,9.0
4.0,13.0,NV ,DIG,0.0,5.0
4.0,13.0,P1 ,FLY,0.0,12.0
4.0,13.0,P1 ,CLG,0.0,18.0
4.0,14.0,P1 , NV,1.0,19.0
4.0,14.0,NV ,FOX,1.0,20.0
4.0,14.0,NV , P1,0.0,13.0
4.0,14.0,P1 , C9,1.0,16.0
4.0,15.0,P1 ,DIG,1.0,21.0
4.0,15.0,P1 ,CLG,0.0,19.0
4.0,15.0,NV ,FLY,0.0,22.0
4.0,15.0,NV ,IMT,1.0,21.0
4.0,16.0,NV , TL,0.0,19.0
4.0,16.0,P1 ,FLY,1.0,24.0
4.0,16.0,P1 ,FOX,1.0,16.0
4.0,16.0,NV ,TSM,0.0,16.0
4.0,17.0,NV ,DIG,0.0,22.0
4.0,17.0,NV , C9,0.0,21.0
4.0,17.0,P1 , TL,1.0,17.0
4.0,17.0,P1 ,IMT,1.0,20.0
4.0,18.0,P1 ,TSM,0.0,7.0
4.0,18.0,NV ,CLG,0.0,19.0
4.0,18.0,NV ,FOX,0.0,17.0
4.0,18.0,P1 , C9,0.0,5.0
4.0,19.0,DIG, P1,1.0,19.0
4.0,19.0,G2 ,FNC,1.0,23.0
4.0,19.0,DIG, C9,0.0,17.0
4.0,19.0,G2 ,ROC,1.0,21.0
4.0,19.0,VIT,UOL,0.0,4.0
4.0,19.0,SPY,H2K,0.0,2.0
4.0,19.0,VIT,SPY,0.0,4.0
4.0,19.0,SPY,VIT,1.0,19.0
4.0,19.0,FOX, P1,0.0,9.0
4.0,19.0,IMT,FOX,1.0,19.0
4.0,19.0,FOX,IMT,0.0,23.0
4.0,19.0,IMT,TSM,0.0,23.0
4.0,20.0,DIG,TSM,0.0,22.0
4.0,20.0,G2 ,MSF,1.0,22.0
4.0,20.0,DIG,FOX,0.0,19.0
4.0,20.0,G2 ,GIA,1.0,22.0
4.0,20.0,VIT, OG,1.0,16.0
4.0,20.0,SPY,UOL,0.0,15.0
4.0,20.0,VIT,H2K,0.0,15.0
4.0,20.0,SPY, OG,1.0,18.0
4.0,20.0,FOX,DIG,1.0,23.0
4.0,20.0,IMT, C9,0.0,3.0
4.0,20.0,FOX,FLY,1.0,20.0
4.0,20.0,IMT, NV,1.0,16.0
4.0,21.0,FOX, TL,0.0,15.0
4.0,21.0,IMT, P1,0.0,11.0
4.0,21.0,FOX, C9,0.0,5.0
4.0,21.0,IMT,FLY,0.0,7.0
4.0,21.0,DIG,FLY,0.0,4.0
4.0,21.0,G2 ,H2K,1.0,13.0
4.0,21.0,DIG,CLG,0.0,13.0
4.0,21.0,G2 , OG,1.0,20.0
4.0,21.0,VIT,FNC,0.0,21.0
4.0,21.0,SPY,MSF,0.0,8.0
4.0,21.0,VIT,MSF,0.0,4.0
4.0,21.0,SPY,FNC,1.0,19.0
4.0,22.0,VIT, G2,0.0,6.0
4.0,22.0,SPY,ROC,1.0,18.0
4.0,22.0,VIT,GIA,1.0,18.0
4.0,22.0,SPY,GIA,1.0,18.0
4.0,22.0,FOX,CLG,1.0,20.0
4.0,22.0,IMT,DIG,1.0,22.0
4.0,22.0,FOX,TSM,1.0,20.0
4.0,22.0,IMT, TL,1.0,21.0
4.0,22.0,DIG,IMT,0.0,8.0
4.0,22.0,G2 ,UOL,1.0,20.0
4.0,22.0,DIG, NV,1.0,22.0
4.0,22.0,G2 ,VIT,1.0,21.0
4.0,23.0,DIG, TL,1.0,19.0
4.0,23.0,G2 ,SPY,1.0,20.0
4.0,23.0,DIG,FLY,1.0,20.0
4.0,23.0,G2 ,MSF,1.0,22.0
4.0,23.0,VIT,ROC,0.0,16.0
4.0,23.0,SPY, G2,0.0,15.0
4.0,23.0,VIT, OG,1.0,19.0
4.0,23.0,SPY, OG,1.0,19.0
4.0,23.0,FOX, NV,0.0,3.0
4.0,23.0,IMT,CLG,0.0,15.0
4.0,23.0,FOX,IMT,0.0,6.0
4.0,23.0,IMT,FOX,1.0,22.0
4.0,24.0,DIG, P1,0.0,19.0
4.0,24.0,G2 ,GIA,1.0,16.0
4.0,24.0,DIG,TSM,0.0,12.0
4.0,24.0,VIT,SPY,0.0,11.0
4.0,24.0,SPY,VIT,1.0,21.0
4.0,24.0,VIT,H2K,0.0,22.0
4.0,24.0,FOX, TL,1.0,18.0
4.0,24.0,IMT, TL,0.0,18.0
4.0,24.0,FOX, C9,0.0,9.0
4.0,24.0,IMT, NV,0.0,19.0
4.0,25.0,FOX, P1,0.0,6.0
4.0,25.0,IMT,FLY,1.0,20.0
4.0,25.0,FOX,DIG,0.0,18.0
4.0,25.0,IMT,TSM,0.0,21.0
4.0,25.0,DIG,CLG,1.0,19.0
4.0,25.0,DIG,FOX,1.0,18.0
4.0,26.0,FOX,CLG,0.0,9.0
4.0,26.0,IMT, C9,1.0,21.0
4.0,26.0,FOX,TSM,0.0,3.0
4.0,26.0,IMT, P1,0.0,3.0
4.0,26.0,DIG, NV,1.0,21.0
4.0,26.0,DIG, TL,1.0,19.0
4.0,27.0,DIG,IMT,1.0,22.0
4.0,27.0,DIG, C9,0.0,8.0
4.0,27.0,FOX,FLY,0.0,14.0
4.0,27.0,IMT,DIG,0.0,16.0
4.0,27.0,FOX, NV,1.0,20.0
4.0,27.0,IMT,CLG,1.0,22.0
4.0,28.0,C9 ,TSM,1.0,19.0
4.0,28.0,C9 ,DIG,1.0,16.0
4.0,28.0,CLG, TL,0.0,17.0
4.0,28.0,CLG, NV,1.0,21.0
4.0,28.0,ROC, G2,0.0,8.0
4.0,28.0,TL ,CLG,1.0,17.0
4.0,28.0,UOL,VIT,1.0,17.0
4.0,28.0,GIA,MSF,0.0,20.0
4.0,28.0,ROC,MSF,0.0,12.0
4.0,28.0,TL ,FLY,0.0,16.0
4.0,28.0,UOL, OG,1.0,15.0
4.0,28.0,GIA,FNC,0.0,21.0
4.0,28.0,OG ,H2K,0.0,10.0
4.0,28.0,TSM, C9,0.0,10.0
4.0,28.0,FNC, G2,0.0,19.0
4.0,28.0,H2K, OG,1.0,21.0
4.0,28.0,OG ,UOL,0.0,5.0
4.0,28.0,TSM,IMT,1.0,21.0
4.0,28.0,FNC,GIA,1.0,21.0
4.0,28.0,H2K,SPY,1.0,20.0
4.0,29.0,TSM,DIG,1.0,22.0
4.0,29.0,FNC,MSF,0.0,9.0
4.0,29.0,H2K,UOL,0.0,15.0
4.0,29.0,OG ,SPY,0.0,10.0
4.0,29.0,TSM, TL,1.0,20.0
4.0,29.0,FNC,ROC,1.0,21.0
4.0,29.0,H2K,VIT,1.0,23.0
4.0,29.0,C9 ,IMT,1.0,21.0
4.0,29.0,C9 ,CLG,1.0,18.0
4.0,29.0,CLG,FLY,0.0,7.0
4.0,29.0,CLG, C9,0.0,22.0
4.0,29.0,ROC,GIA,0.0,14.0
4.0,29.0,TL ,TSM,0.0,15.0
4.0,29.0,UOL,H2K,1.0,15.0
4.0,29.0,GIA,ROC,1.0,21.0
4.0,29.0,ROC,FNC,0.0,24.0
4.0,29.0,TL , P1,0.0,2.0
4.0,29.0,UOL,SPY,1.0,19.0
4.0,29.0,GIA, G2,0.0,7.0
4.0,29.0,OG ,VIT,0.0,12.0
4.0,30.0,UOL,GIA,1.0,21.0
4.0,30.0,GIA,UOL,0.0,4.0
4.0,30.0,ROC,SPY,0.0,8.0
4.0,30.0,TL ,FOX,1.0,28.0
4.0,30.0,UOL, G2,0.0,13.0
4.0,30.0,GIA,H2K,0.0,7.0
4.0,30.0,OG , G2,0.0,4.0
4.0,30.0,TSM,CLG,1.0,19.0
4.0,30.0,FNC,VIT,1.0,22.0
4.0,30.0,H2K, G2,0.0,19.0
4.0,30.0,OG ,FNC,0.0,9.0
4.0,30.0,TSM, P1,1.0,24.0
4.0,30.0,FNC,SPY,0.0,19.0
4.0,30.0,H2K,ROC,1.0,19.0
4.0,30.0,C9 , NV,1.0,21.0
4.0,30.0,C9 ,FOX,1.0,22.0
4.0,30.0,CLG,TSM,0.0,18.0
4.0,30.0,CLG,DIG,1.0,20.0
4.0,30.0,ROC,H2K,0.0,12.0
4.0,30.0,TL , NV,0.0,4.0
4.0,31.0,CLG,FOX,0.0,10.0
4.0,31.0,CLG, P1,1.0,17.0
4.0,31.0,ROC,UOL,0.0,3.0
4.0,31.0,TL , C9,0.0,17.0
4.0,31.0,UOL,MSF,0.0,20.0
4.0,31.0,GIA,SPY,0.0,1.0
4.0,31.0,ROC, OG,1.0,18.0
4.0,31.0,TL ,IMT,0.0,7.0
4.0,31.0,UOL,ROC,1.0,20.0
4.0,31.0,GIA,VIT,0.0,18.0
4.0,31.0,OG ,MSF,0.0,8.0
4.0,31.0,TSM, NV,1.0,15.0
4.0,31.0,FNC, OG,1.0,18.0
4.0,31.0,H2K,GIA,1.0,17.0
4.0,31.0,OG ,ROC,0.0,30.0
4.0,31.0,TSM,FOX,0.0,8.0
4.0,31.0,FNC,H2K,0.0,3.0
4.0,31.0,H2K,FNC,1.0,21.0
4.0,31.0,C9 , TL,1.0,18.0
4.0,31.0,C9 ,FLY,1.0,21.0
4.0,32.0,C9 , P1,0.0,13.0
4.0,32.0,C9 ,TSM,0.0,17.0
4.0,32.0,CLG,IMT,1.0,18.0
4.0,32.0,CLG, TL,1.0,21.0
4.0,32.0,ROC,VIT,1.0,20.0
4.0,32.0,TL ,DIG,0.0,19.0
4.0,32.0,UOL,FNC,1.0,18.0
4.0,32.0,GIA, OG,1.0,19.0
4.0,32.0,ROC,FNC,1.0,26.0
4.0,32.0,TL ,CLG,0.0,15.0
4.0,32.0,UOL,H2K,1.0,22.0
4.0,32.0,GIA,ROC,0.0,7.0
4.0,32.0,OG ,GIA,0.0,19.0
4.0,32.0,TSM,FLY,1.0,18.0
4.0,32.0,FNC,UOL,0.0,11.0
4.0,32.0,H2K,MSF,1.0,22.0
4.0,32.0,OG ,VIT,0.0,6.0
4.0,32.0,TSM, C9,1.0,19.0
4.0,32.0,FNC,ROC,0.0,20.0
4.0,32.0,H2K,UOL,0.0,12.0
4.0,33.0,TSM,CLG,1.0,18.0
4.0,33.0,FNC,GIA,1.0,19.0
4.0,33.0,H2K,VIT,1.0,18.0
4.0,33.0,OG ,UOL,0.0,1.0
4.0,33.0,TSM,DIG,1.0,20.0
4.0,33.0,C9 ,FOX,1.0,21.0
4.0,33.0,C9 ,FLY,1.0,15.0
4.0,33.0,CLG,TSM,0.0,11.0
4.0,33.0,CLG, P1,1.0,19.0
4.0,33.0,ROC,GIA,1.0,22.0
4.0,33.0,TL ,FOX,0.0,19.0
4.0,33.0,UOL, OG,1.0,20.0
4.0,33.0,GIA, G2,0.0,5.0
4.0,33.0,ROC,MSF,1.0,22.0
4.0,33.0,TL ,IMT,1.0,18.0
4.0,33.0,GIA,FNC,0.0,20.0
4.0,33.0,OG ,SPY,0.0,4.0
4.0,34.0,TL , NV,1.0,18.0
4.0,34.0,TSM, NV,1.0,21.0
4.0,34.0,TSM,IMT,1.0,20.0
4.0,34.0,C9 , TL,1.0,19.0
4.0,34.0,C9 ,CLG,0.0,18.0
4.0,34.0,CLG,DIG,0.0,10.0
4.0,34.0,CLG, C9,1.0,22.0
4.0,34.0,TL , C9,0.0,8.0
4.0,35.0,CLG,FOX,1.0,21.0
4.0,35.0,CLG,FLY,1.0,19.0
4.0,35.0,TL , P1,0.0,7.0
4.0,35.0,TL ,DIG,0.0,2.0
4.0,35.0,TSM,FLY,1.0,21.0
4.0,35.0,TSM,FOX,1.0,21.0
4.0,35.0,C9 ,IMT,0.0,18.0
4.0,35.0,C9 , NV,1.0,21.0
4.0,36.0,C9 , P1,1.0,22.0
4.0,36.0,C9 ,DIG,1.0,19.0
4.0,36.0,CLG, NV,1.0,30.0
4.0,36.0,CLG,IMT,0.0,2.0
4.0,36.0,TL ,TSM,1.0,14.0
4.0,36.0,TL ,FLY,0.0,19.0
4.0,36.0,TSM, TL,0.0,19.0
4.0,36.0,TSM, P1,1.0,17.0
5.0,1.0,MM ,2K*,0.0,5.0
5.0,1.0,NIP,MSF,0.0,15.0
5.0,1.0,MM ,UOL,0.0,9.0
5.0,1.0,NIP,NC*,0.0,14.0
5.0,2.0,NIP, G2,0.0,10.0
5.0,2.0,MM ,SPY,0.0,5.0
5.0,2.0,NIP,OC*,0.0,6.0
5.0,2.0,MM ,IT*,0.0,6.0
5.0,3.0,NIP,2K*,0.0,9.0
5.0,3.0,MM ,NC*,0.0,11.0
5.0,3.0,NIP, MM,0.0,9.0
5.0,3.0,MM ,NIP,1.0,20.0
5.0,4.0,NIP,UOL,0.0,18.0
5.0,4.0,MM , G2,0.0,11.0
5.0,4.0,NIP,IT*,0.0,20.0
5.0,4.0,MM ,OC*,1.0,21.0
5.0,5.0,MM ,SF*,0.0,5.0
5.0,5.0,NIP, G2,0.0,3.0
5.0,5.0,MM ,VIT,0.0,7.0
5.0,5.0,NIP,PY*,0.0,4.0
5.0,6.0,NIP,ROC,1.0,15.0
5.0,6.0,MM ,UOL,0.0,20.0
5.0,6.0,NIP,SF*,0.0,15.0
5.0,6.0,MM ,PY*,0.0,3.0
5.0,6.0,MSF,NC*,0.0,6.0
5.0,7.0,MSF,NIP,1.0,18.0
5.0,7.0,MSF,ROC,1.0,21.0
5.0,8.0,MSF,G2*,1.0,19.0
5.0,8.0,MSF,IT*,1.0,21.0
5.0,9.0,MSF,2K*,0.0,12.0
5.0,9.0,MSF,OL*,0.0,16.0
5.0,10.0,FLY,FOX,0.0,13.0
5.0,10.0,FLY,DIG,0.0,6.0
5.0,10.0,MSF, MM,1.0,16.0
5.0,10.0,MSF,SPY,0.0,16.0
5.0,11.0,MSF,NC*,0.0,5.0
5.0,11.0,MSF, G2,0.0,4.0
5.0,11.0,FLY,IMT,0.0,20.0
5.0,11.0,FLY, P1,1.0,17.0
5.0,12.0,MSF,NIP,1.0,19.0
5.0,12.0,FLY,CLG,0.0,18.0
5.0,12.0,FLY, C9,0.0,9.0
5.0,13.0,FLY,TSM,0.0,3.0
5.0,13.0,FLY, NV,0.0,17.0
5.0,14.0,FLY,DIG,1.0,19.0
5.0,14.0,FLY,FOX,1.0,14.0
5.0,15.0,FLY,CLG,0.0,14.0
5.0,15.0,FLY, TL,1.0,17.0
5.0,16.0,FLY,IMT,0.0,11.0
5.0,16.0,FLY, NV,0.0,18.0
5.0,17.0,FLY,TSM,0.0,5.0
5.0,17.0,FLY, C9,0.0,6.0
5.0,18.0,FLY, TL,1.0,18.0
5.0,18.0,FLY, P1,1.0,17.0
5.0,19.0,P1 ,IMT,0.0,23.0
5.0,19.0,P1 , NV,0.0,19.0
5.0,19.0,NV ,DIG,0.0,20.0
5.0,19.0,NV , P1,1.0,18.0
5.0,20.0,NV , TL,1.0,20.0
5.0,20.0,P1 , C9,0.0,10.0
5.0,20.0,P1 ,FLY,0.0,6.0
5.0,20.0,NV ,IMT,1.0,18.0
5.0,21.0,NV ,FOX,0.0,8.0
5.0,21.0,NV ,TSM,0.0,5.0
5.0,21.0,P1 ,DIG,0.0,15.0
5.0,21.0,P1 ,CLG,0.0,23.0
5.0,22.0,P1 , TL,0.0,21.0
